date,currency_from,currency_to,rate
2023-02-28,CAD,PLN,3.0595
2023-03-01,USD,PLN,4.0761
2023-03-01,EUR,PLN,4.2533
2023-03-01,GBP,PLN,5.0801
2023-03-01,JPY,PLN,0.0274
2023-03-01,CHF,PLN,4.5724
2023-03-01,CAD,PLN,3.0165
2023-03-02,USD,PLN,0.4068
2023-03-02,EUR,PLN,4.2354
2023-03-02,GBP,PLN,5.082
2023-03-02,JPY,PLN,0.027
2023-03-02,CHF,PLN,4.4815
2023-03-02,CAD,PLN,2.9493
2023-03-03,USD,PLN,4.0658
2023-03-03,EUR,PLN,4.3108
2023-03-03,GBP,PLN,5.0895
2023-03-03,JPY,PLN,0.0274
2023-03-03,CHF,PLN,4.4266
2023-03-03,CAD,PLN,3.0576
2023-03-04,USD,PLN,3.9218
2023-03-04,EUR,PLN,4.3725
2023-03-04,GBP,PLN,49.4765
2023-03-04,JPY,PLN,0.0265
2023-03-04,CHF,PLN,4.536
2023-03-04,CAD,PLN,3.0141
2023-03-05,USD,PLN,3.9312
2023-03-05,EUR,PLN,4.2172
2023-03-05,GBP,PLN,4.9256
2023-03-05,JPY,PLN,0.0269
2023-03-05,CHF,PLN,4.5196
2023-03-05,CAD,PLN,2.9747
2023-03-06,USD,PLN,3.9599
2023-03-06,EUR,PLN,4.3158
2023-03-06,GBP,PLN,5.0423
2023-03-06,JPY,PLN,0.0268
2023-03-06,CHF,PLN,4.5074
2023-03-06,CAD,PLN,3.0587
2023-03-07,USD,PLN,3.9697
2023-03-07,EUR,PLN,4.2184
2023-03-07,GBP,PLN,5.0255
2023-03-07,JPY,PLN,0.0269
2023-03-07,CHF,PLN,4.5754
2023-03-07,CAD,PLN,2.9787
2023-03-08,USD,PLN,4.0429
2023-03-08,EUR,PLN,4.2935
2023-03-08,GBP,PLN,4.9243
2023-03-08,JPY,PLN,0.0269
2023-03-08,CHF,PLN,4.4639
2023-03-08,CAD,PLN,2.9581
2023-03-09,USD,PLN,3.9577
2023-03-09,EUR,PLN,43.1252
2023-03-09,GBP,PLN,4.9158
2023-03-09,JPY,PLN,0.2713
2023-03-09,CHF,PLN,4.4562
2023-03-09,CAD,PLN,3.0447
2023-03-10,USD,PLN,3.9616
2023-03-10,EUR,PLN,4.3281
2023-03-10,GBP,PLN,5.0932
2023-03-10,JPY,PLN,0.0268
2023-03-10,CHF,PLN,4.526
2023-03-10,CAD,PLN,2.9435
2023-03-11,USD,PLN,3.9205
2023-03-11,EUR,PLN,4.2604
2023-03-11,GBP,PLN,4.9756
2023-03-11,JPY,PLN,0.0266
2023-03-11,CHF,PLN,4.5209
2023-03-11,CAD,PLN,3.0183
2023-03-12,USD,PLN,4.037
2023-03-12,EUR,PLN,4.2595
2023-03-12,GBP,PLN,4.9359
2023-03-12,JPY,PLN,0.0272
2023-03-12,CHF,PLN,4.4753
2023-03-12,CAD,PLN,3.0401
2023-03-13,USD,PLN,3.9408
2023-03-13,EUR,PLN,4.2635
2023-03-13,GBP,PLN,49.4973
2023-03-13,JPY,PLN,0.0265
2023-03-13,CHF,PLN,4.4611
2023-03-13,CAD,PLN,2.9708
2023-03-14,USD,PLN,4.0682
2023-03-14,EUR,PLN,4.2743
2023-03-14,GBP,PLN,5.0765
2023-03-14,JPY,PLN,0.027
2023-03-14,CHF,PLN,4.4531
2023-03-14,CAD,PLN,3.0586
2023-03-15,USD,PLN,3.9354
2023-03-15,EUR,PLN,4.3672
2023-03-15,GBP,PLN,5.0309
2023-03-15,JPY,PLN,0.0273
2023-03-15,CHF,PLN,4.4339
2023-03-15,CAD,PLN,2.9556
2023-03-16,USD,PLN,4.0438
2023-03-16,EUR,PLN,4.3336
2023-03-16,GBP,PLN,5.0083
2023-03-16,JPY,PLN,0.0272
2023-03-16,CHF,PLN,4.4636
2023-03-16,CAD,PLN,3.0274
2023-03-17,USD,PLN,4.0788
2023-03-17,EUR,PLN,4.2622
2023-03-17,GBP,PLN,5.0915
2023-03-17,JPY,PLN,0.027
2023-03-17,CHF,PLN,4.5815
2023-03-17,CAD,PLN,3.0486
2023-03-18,USD,PLN,4.0276
2023-03-18,EUR,PLN,4.2243
2023-03-18,GBP,PLN,5.0647
2023-03-18,JPY,PLN,0.0267
2023-03-18,CHF,PLN,4.5777
2023-03-18,CAD,PLN,3.0377
2023-03-19,USD,PLN,3.9715
2023-03-19,EUR,PLN,4.2869
2023-03-19,GBP,PLN,4.9871
2023-03-19,JPY,PLN,0.0265
2023-03-19,CHF,PLN,4.5219
2023-03-19,CAD,PLN,3.0262
2023-03-20,USD,PLN,4.0646
2023-03-20,EUR,PLN,4.2532
2023-03-20,GBP,PLN,4.9197
2023-03-20,JPY,PLN,0.0265
2023-03-20,CHF,PLN,4.4344
2023-03-20,CAD,PLN,3.0489
2023-03-21,USD,PLN,3.9605
2023-03-21,EUR,PLN,4.3797
2023-03-21,GBP,PLN,4.9898
2023-03-21,JPY,PLN,0.0274
2023-03-21,CHF,PLN,4.5734
2023-03-21,CAD,PLN,2.9982
2023-03-22,USD,PLN,3.9248
2023-03-22,EUR,PLN,4.2902
2023-03-22,GBP,PLN,4.9653
2023-03-22,JPY,PLN,0.0269
2023-03-22,CHF,PLN,4.5837
2023-03-22,CAD,PLN,2.9495
2023-03-23,USD,PLN,3.9708
2023-03-23,EUR,PLN,4.3308
2023-03-23,GBP,PLN,5.0675
2023-03-23,JPY,PLN,0.0265
2023-03-23,CHF,PLN,4.4385
2023-03-23,CAD,PLN,2.9964
2023-03-24,USD,PLN,3.9274
2023-03-24,EUR,PLN,0.4378
2023-03-24,GBP,PLN,4.91
2023-03-24,JPY,PLN,0.0268
2023-03-24,CHF,PLN,4.5599
2023-03-24,CAD,PLN,3.0347
2023-03-25,USD,PLN,3.9672
2023-03-25,EUR,PLN,4.2947
2023-03-25,GBP,PLN,4.9141
2023-03-25,JPY,PLN,0.0266
2023-03-25,CHF,PLN,4.519
2023-03-25,CAD,PLN,2.9562
2023-03-26,USD,PLN,3.9704
2023-03-26,EUR,PLN,4.3126
2023-03-26,GBP,PLN,4.9701
2023-03-26,JPY,PLN,0.0272
2023-03-26,CHF,PLN,4.4346
2023-03-26,CAD,PLN,2.9574
2023-03-27,USD,PLN,3.9847
2023-03-27,EUR,PLN,4.3578
2023-03-27,GBP,PLN,4.9936
2023-03-27,JPY,PLN,0.0274
2023-03-27,CHF,PLN,4.4535
2023-03-27,CAD,PLN,2.94
2023-03-28,USD,PLN,4.0605
2023-03-28,EUR,PLN,4.3121
2023-03-28,GBP,PLN,4.9707
2023-03-28,JPY,PLN,0.0273
2023-03-28,CHF,PLN,4.5048
2023-03-28,CAD,PLN,3.0101
2023-03-29,USD,PLN,4.0727
2023-03-29,EUR,PLN,4.345
2023-03-29,GBP,PLN,4.9023
2023-03-29,JPY,PLN,0.0265
2023-03-29,CHF,PLN,4.5121
2023-03-29,CAD,PLN,3.0439
2023-03-30,USD,PLN,3.9958
2023-03-30,EUR,PLN,4.2832
2023-03-30,GBP,PLN,5.0947
2023-03-30,JPY,PLN,0.0269
2023-03-30,CHF,PLN,4.4621
2023-03-30,CAD,PLN,3.0135
2023-03-31,USD,PLN,3.9728
2023-03-31,EUR,PLN,4.2295
2023-03-31,GBP,PLN,4.958
2023-03-31,JPY,PLN,0.0268
2023-03-31,CHF,PLN,4.5447
2023-03-31,CAD,PLN,3.0328
2023-04-01,USD,PLN,3.9415
2023-04-01,EUR,PLN,4.2697
2023-04-01,GBP,PLN,5.049
2023-04-01,JPY,PLN,0.027
2023-04-01,CHF,PLN,4.5213
2023-04-01,CAD,PLN,2.9716
2023-04-02,USD,PLN,3.9202
2023-04-02,EUR,PLN,4.2333
2023-04-02,GBP,PLN,5.0045
2023-04-02,JPY,PLN,0.0272
2023-04-02,CHF,PLN,4.4866
2023-04-02,CAD,PLN,0.3034
2023-04-03,USD,PLN,4.0518
2023-04-03,EUR,PLN,4.2185
2023-04-03,GBP,PLN,4.9993
2023-04-03,JPY,PLN,0.0274
2023-04-03,CHF,PLN,4.4599
2023-04-03,CAD,PLN,3.0598
2023-04-04,USD,PLN,3.9331
2023-04-04,EUR,PLN,4.2627
2023-04-04,GBP,PLN,5.0579
2023-04-04,JPY,PLN,0.0275
2023-04-04,CHF,PLN,4.5886
2023-04-04,CAD,PLN,2.9509
2023-04-05,USD,PLN,3.9325
2023-04-05,EUR,PLN,4.2898
2023-04-05,GBP,PLN,4.964
2023-04-05,JPY,PLN,0.0269
2023-04-05,CHF,PLN,4.5044
2023-04-05,CAD,PLN,2.9411
2023-04-06,USD,PLN,3.9902
2023-04-06,EUR,PLN,4.2257
2023-04-06,GBP,PLN,5.0991
2023-04-06,JPY,PLN,0.0266
2023-04-06,CHF,PLN,4.4977
2023-04-06,CAD,PLN,2.9845
2023-04-07,USD,PLN,4.0676
2023-04-07,EUR,PLN,4.2935
2023-04-07,GBP,PLN,5.0809
2023-04-07,JPY,PLN,0.0265
2023-04-07,CHF,PLN,4.4314
2023-04-07,CAD,PLN,2.9883
2023-04-08,USD,PLN,3.9222
2023-04-08,EUR,PLN,4.3792
2023-04-08,GBP,PLN,5.0768
2023-04-08,JPY,PLN,0.0027
2023-04-08,CHF,PLN,4.4392
2023-04-08,CAD,PLN,3.0404
2023-04-09,USD,PLN,0.4022
2023-04-09,EUR,PLN,4.3733
2023-04-09,GBP,PLN,4.9736
2023-04-09,JPY,PLN,0.0266
2023-04-09,CHF,PLN,44.8893
2023-04-09,CAD,PLN,2.9702
2023-04-10,USD,PLN,4.0599
2023-04-10,EUR,PLN,4.353
2023-04-10,GBP,PLN,4.9104
2023-04-10,JPY,PLN,0.0265
2023-04-10,CHF,PLN,4.4295
2023-04-10,CAD,PLN,2.992
2023-04-11,USD,PLN,4.079
2023-04-11,EUR,PLN,4.3544
2023-04-11,GBP,PLN,4.9845
2023-04-11,JPY,PLN,0.0272
2023-04-11,CHF,PLN,4.4406
2023-04-11,CAD,PLN,2.9774
2023-04-12,USD,PLN,3.9916
2023-04-12,EUR,PLN,4.2182
2023-04-12,GBP,PLN,4.9553
2023-04-12,JPY,PLN,0.0269
2023-04-12,CHF,PLN,4.4474
2023-04-12,CAD,PLN,3.0
2023-04-13,USD,PLN,3.9259
2023-04-13,EUR,PLN,4.2641
2023-04-13,GBP,PLN,4.9112
2023-04-13,JPY,PLN,0.0274
2023-04-13,CHF,PLN,4.4763
2023-04-13,CAD,PLN,2.9668
2023-04-14,USD,PLN,4.0308
2023-04-14,EUR,PLN,4.3638
2023-04-14,GBP,PLN,4.9899
2023-04-14,JPY,PLN,0.027
2023-04-14,CHF,PLN,4.4654
2023-04-14,CAD,PLN,2.952
2023-04-15,USD,PLN,4.0762
2023-04-15,EUR,PLN,4.3611
2023-04-15,GBP,PLN,5.0637
2023-04-15,JPY,PLN,0.0275
2023-04-15,CHF,PLN,45.0548
2023-04-15,CAD,PLN,3.0037
2023-04-16,USD,PLN,3.9412
2023-04-16,EUR,PLN,4.2603
2023-04-16,GBP,PLN,5.0971
2023-04-16,JPY,PLN,0.0273
2023-04-16,CHF,PLN,4.4555
2023-04-16,CAD,PLN,2.9571
2023-04-17,USD,PLN,4.0601
2023-04-17,EUR,PLN,4.2165
2023-04-17,GBP,PLN,4.9842
2023-04-17,JPY,PLN,0.0274
2023-04-17,CHF,PLN,4.4952
2023-04-17,CAD,PLN,2.9435
2023-04-18,USD,PLN,0.3964
2023-04-18,EUR,PLN,4.2239
2023-04-18,GBP,PLN,4.9141
2023-04-18,JPY,PLN,0.0275
2023-04-18,CHF,PLN,4.4221
2023-04-18,CAD,PLN,3.0384
2023-04-19,USD,PLN,4.0214
2023-04-19,EUR,PLN,4.293
2023-04-19,GBP,PLN,4.9581
2023-04-19,JPY,PLN,0.0275
2023-04-19,CHF,PLN,4.5427
2023-04-19,CAD,PLN,3.042
2023-04-20,USD,PLN,3.949
2023-04-20,EUR,PLN,4.3006
2023-04-20,GBP,PLN,5.0953
2023-04-20,JPY,PLN,0.0272
2023-04-20,CHF,PLN,4.432
2023-04-20,CAD,PLN,2.9669
2023-04-21,USD,PLN,4.0339
2023-04-21,EUR,PLN,4.3642
2023-04-21,GBP,PLN,5.0526
2023-04-21,JPY,PLN,0.0268
2023-04-21,CHF,PLN,4.5533
2023-04-21,CAD,PLN,2.999
2023-04-22,USD,PLN,3.9597
2023-04-22,EUR,PLN,0.4222
2023-04-22,GBP,PLN,5.0769
2023-04-22,JPY,PLN,0.0266
2023-04-22,CHF,PLN,4.5457
2023-04-22,CAD,PLN,3.0376
2023-04-23,USD,PLN,4.0525
2023-04-23,EUR,PLN,4.3393
2023-04-23,GBP,PLN,4.9951
2023-04-23,JPY,PLN,0.0272
2023-04-23,CHF,PLN,4.4179
2023-04-23,CAD,PLN,3.0271
2023-04-24,USD,PLN,3.92
2023-04-24,EUR,PLN,4.2886
2023-04-24,GBP,PLN,4.9697
2023-04-24,JPY,PLN,0.0266
2023-04-24,CHF,PLN,4.5629
2023-04-24,CAD,PLN,0.2956
2023-04-25,USD,PLN,3.9636
2023-04-25,EUR,PLN,43.5014
2023-04-25,GBP,PLN,4.967
2023-04-25,JPY,PLN,0.0271
2023-04-25,CHF,PLN,4.4275
2023-04-25,CAD,PLN,2.9676
2023-04-26,USD,PLN,4.0564
2023-04-26,EUR,PLN,4.2243
2023-04-26,GBP,PLN,4.9356
2023-04-26,JPY,PLN,0.0273
2023-04-26,CHF,PLN,4.4937
2023-04-26,CAD,PLN,2.9417
2023-04-27,USD,PLN,4.052
2023-04-27,EUR,PLN,4.3188
2023-04-27,GBP,PLN,4.9286
2023-04-27,JPY,PLN,0.0272
2023-04-27,CHF,PLN,4.5875
2023-04-27,CAD,PLN,2.9677
2023-04-28,USD,PLN,3.9415
2023-04-28,EUR,PLN,4.3807
2023-04-28,GBP,PLN,4.9015
2023-04-28,JPY,PLN,0.0273
2023-04-28,CHF,PLN,4.5292
2023-04-28,CAD,PLN,3.0534
2023-04-29,USD,PLN,3.9724
2023-04-29,EUR,PLN,4.3819
2023-04-29,GBP,PLN,5.0416
2023-04-29,JPY,PLN,0.0271
2023-04-29,CHF,PLN,4.5808
2023-04-29,CAD,PLN,3.0253
2023-04-30,USD,PLN,4.0321
2023-04-30,EUR,PLN,4.2973
2023-04-30,GBP,PLN,5.0075
2023-04-30,JPY,PLN,0.0266
2023-04-30,CHF,PLN,4.4891
2023-04-30,CAD,PLN,3.0211
2023-05-01,USD,PLN,4.0728
2023-05-01,EUR,PLN,4.2418
2023-05-01,GBP,PLN,4.9119
2023-05-01,JPY,PLN,0.0265
2023-05-01,CHF,PLN,4.5076
2023-05-01,CAD,PLN,3.0092
2023-05-02,USD,PLN,4.0267
2023-05-02,EUR,PLN,4.341
2023-05-02,GBP,PLN,4.9247
2023-05-02,JPY,PLN,0.0267
2023-05-02,CHF,PLN,4.4797
2023-05-02,CAD,PLN,3.0268
2023-05-03,USD,PLN,3.9527
2023-05-03,EUR,PLN,4.2414
2023-05-03,GBP,PLN,5.0803
2023-05-03,JPY,PLN,0.0272
2023-05-03,CHF,PLN,4.4275
2023-05-03,CAD,PLN,3.0317
2023-05-04,USD,PLN,4.0302
2023-05-04,EUR,PLN,4.3076
2023-05-04,GBP,PLN,4.9759
2023-05-04,JPY,PLN,0.0271
2023-05-04,CHF,PLN,45.7626
2023-05-04,CAD,PLN,2.9785
2023-05-05,USD,PLN,3.9787
2023-05-05,EUR,PLN,4.2473
2023-05-05,GBP,PLN,4.9585
2023-05-05,JPY,PLN,0.0271
2023-05-05,CHF,PLN,44.8189
2023-05-05,CAD,PLN,3.0319
2023-05-06,USD,PLN,3.9357
2023-05-06,EUR,PLN,4.2713
2023-05-06,GBP,PLN,4.987
2023-05-06,JPY,PLN,0.0267
2023-05-06,CHF,PLN,45.2768
2023-05-06,CAD,PLN,2.9552
2023-05-07,USD,PLN,3.9772
2023-05-07,EUR,PLN,4.361
2023-05-07,GBP,PLN,4.9746
2023-05-07,JPY,PLN,0.027
2023-05-07,CHF,PLN,4.4756
2023-05-07,CAD,PLN,2.9791
2023-05-08,USD,PLN,3.9772
2023-05-08,EUR,PLN,4.3731
2023-05-08,GBP,PLN,5.0798
2023-05-08,JPY,PLN,0.2731
2023-05-08,CHF,PLN,4.5291
2023-05-08,CAD,PLN,3.0517
2023-05-09,USD,PLN,3.957
2023-05-09,EUR,PLN,4.2225
2023-05-09,GBP,PLN,5.0921
2023-05-09,JPY,PLN,0.027
2023-05-09,CHF,PLN,4.5819
2023-05-09,CAD,PLN,3.032
2023-05-10,USD,PLN,4.0489
2023-05-10,EUR,PLN,4.2692
2023-05-10,GBP,PLN,4.988
2023-05-10,JPY,PLN,0.027
2023-05-10,CHF,PLN,4.4271
2023-05-10,CAD,PLN,2.9523
2023-05-11,USD,PLN,4.0038
2023-05-11,EUR,PLN,4.3625
2023-05-11,GBP,PLN,4.954
2023-05-11,JPY,PLN,0.027
2023-05-11,CHF,PLN,4.5362
2023-05-11,CAD,PLN,3.007
2023-05-12,USD,PLN,4.0043
2023-05-12,EUR,PLN,4.2443
2023-05-12,GBP,PLN,5.0471
2023-05-12,JPY,PLN,0.0275
2023-05-12,CHF,PLN,4.459
2023-05-12,CAD,PLN,3.0533
2023-05-13,USD,PLN,4.0621
2023-05-13,EUR,PLN,4.3613
2023-05-13,GBP,PLN,5.0356
2023-05-13,JPY,PLN,0.0269
2023-05-13,CHF,PLN,4.4598
2023-05-13,CAD,PLN,2.9654
2023-05-14,USD,PLN,4.0529
2023-05-14,EUR,PLN,4.2769
2023-05-14,GBP,PLN,4.997
2023-05-14,JPY,PLN,0.0267
2023-05-14,CHF,PLN,4.4341
2023-05-14,CAD,PLN,2.9537
2023-05-15,USD,PLN,4.022
2023-05-15,EUR,PLN,4.3456
2023-05-15,GBP,PLN,5.093
2023-05-15,JPY,PLN,0.0268
2023-05-15,CHF,PLN,4.4866
2023-05-15,CAD,PLN,2.9887
2023-05-16,USD,PLN,4.0532
2023-05-16,EUR,PLN,4.3718
2023-05-16,GBP,PLN,4.9448
2023-05-16,JPY,PLN,0.0265
2023-05-16,CHF,PLN,4.4754
2023-05-16,CAD,PLN,2.9724
2023-05-17,USD,PLN,3.9223
2023-05-17,EUR,PLN,4.2764
2023-05-17,GBP,PLN,49.7882
2023-05-17,JPY,PLN,0.0273
2023-05-17,CHF,PLN,4.4386
2023-05-17,CAD,PLN,3.0374
2023-05-18,USD,PLN,3.9317
2023-05-18,EUR,PLN,4.2799
2023-05-18,GBP,PLN,4.9863
2023-05-18,JPY,PLN,0.0275
2023-05-18,CHF,PLN,4.415
2023-05-18,CAD,PLN,3.0056
2023-05-19,USD,PLN,4.075
2023-05-19,EUR,PLN,4.2531
2023-05-19,GBP,PLN,5.0863
2023-05-19,JPY,PLN,0.0272
2023-05-19,CHF,PLN,4.5345
2023-05-19,CAD,PLN,3.0332
2023-05-20,USD,PLN,4.0696
2023-05-20,EUR,PLN,4.3345
2023-05-20,GBP,PLN,5.0244
2023-05-20,JPY,PLN,0.0271
2023-05-20,CHF,PLN,4.4452
2023-05-20,CAD,PLN,3.0179
2023-05-21,USD,PLN,4.0591
2023-05-21,EUR,PLN,4.2781
2023-05-21,GBP,PLN,49.9437
2023-05-21,JPY,PLN,0.0265
2023-05-21,CHF,PLN,4.5479
2023-05-21,CAD,PLN,3.0309
2023-05-22,USD,PLN,4.031
2023-05-22,EUR,PLN,4.3171
2023-05-22,GBP,PLN,5.0934
2023-05-22,JPY,PLN,0.0268
2023-05-22,CHF,PLN,4.4908
2023-05-22,CAD,PLN,2.977
2023-05-23,USD,PLN,4.0614
2023-05-23,EUR,PLN,4.284
2023-05-23,GBP,PLN,4.9427
2023-05-23,JPY,PLN,0.0267
2023-05-23,CHF,PLN,4.5142
2023-05-23,CAD,PLN,2.9815
2023-05-24,USD,PLN,0.4046
2023-05-24,EUR,PLN,4.3642
2023-05-24,GBP,PLN,4.983
2023-05-24,JPY,PLN,0.0267
2023-05-24,CHF,PLN,4.5128
2023-05-24,CAD,PLN,2.9577
2023-05-25,USD,PLN,4.0217
2023-05-25,EUR,PLN,4.3558
2023-05-25,GBP,PLN,50.8682
2023-05-25,JPY,PLN,0.0272
2023-05-25,CHF,PLN,4.4682
2023-05-25,CAD,PLN,3.028
2023-05-26,USD,PLN,3.9234
2023-05-26,EUR,PLN,4.2431
2023-05-26,GBP,PLN,4.935
2023-05-26,JPY,PLN,0.0265
2023-05-26,CHF,PLN,4.5252
2023-05-26,CAD,PLN,3.0333
2023-05-27,USD,PLN,3.9334
2023-05-27,EUR,PLN,4.3433
2023-05-27,GBP,PLN,5.0247
2023-05-27,JPY,PLN,0.0274
2023-05-27,CHF,PLN,4.4864
2023-05-27,CAD,PLN,2.9736
2023-05-28,USD,PLN,4.0231
2023-05-28,EUR,PLN,4.3201
2023-05-28,GBP,PLN,4.986
2023-05-28,JPY,PLN,0.0266
2023-05-28,CHF,PLN,4.438
2023-05-28,CAD,PLN,3.0544
2023-05-29,USD,PLN,3.9603
2023-05-29,EUR,PLN,4.2475
2023-05-29,GBP,PLN,4.9695
2023-05-29,JPY,PLN,0.2667
2023-05-29,CHF,PLN,4.5733
2023-05-29,CAD,PLN,2.9538
2023-05-30,USD,PLN,3.9747
2023-05-30,EUR,PLN,4.2978
2023-05-30,GBP,PLN,5.0071
2023-05-30,JPY,PLN,0.0265
2023-05-30,CHF,PLN,4.4242
2023-05-30,CAD,PLN,2.9492
2023-05-31,USD,PLN,0.4072
2023-05-31,EUR,PLN,4.2216
2023-05-31,GBP,PLN,4.9141
2023-05-31,JPY,PLN,0.027
2023-05-31,CHF,PLN,4.5505
2023-05-31,CAD,PLN,3.0146
2023-06-01,USD,PLN,3.9759
2023-06-01,EUR,PLN,4.3728
2023-06-01,GBP,PLN,5.0856
2023-06-01,JPY,PLN,0.0274
2023-06-01,CHF,PLN,4.5785
2023-06-01,CAD,PLN,3.0263
2023-06-02,USD,PLN,39.9996
2023-06-02,EUR,PLN,4.2224
2023-06-02,GBP,PLN,4.9196
2023-06-02,JPY,PLN,0.0272
2023-06-02,CHF,PLN,4.5033
2023-06-02,CAD,PLN,3.0074
2023-06-03,USD,PLN,3.9852
2023-06-03,EUR,PLN,4.2935
2023-06-03,GBP,PLN,5.0468
2023-06-03,JPY,PLN,0.0266
2023-06-03,CHF,PLN,45.5021
2023-06-03,CAD,PLN,2.9431
2023-06-04,USD,PLN,3.9489
2023-06-04,EUR,PLN,4.2951
2023-06-04,GBP,PLN,5.0311
2023-06-04,JPY,PLN,0.0271
2023-06-04,CHF,PLN,4.501
2023-06-04,CAD,PLN,2.9893
2023-06-05,USD,PLN,3.9766
2023-06-05,EUR,PLN,4.349
2023-06-05,GBP,PLN,5.0811
2023-06-05,JPY,PLN,0.027
2023-06-05,CHF,PLN,4.5651
2023-06-05,CAD,PLN,3.02
2023-06-06,USD,PLN,4.0482
2023-06-06,EUR,PLN,4.2995
2023-06-06,GBP,PLN,4.9853
2023-06-06,JPY,PLN,0.0273
2023-06-06,CHF,PLN,4.487
2023-06-06,CAD,PLN,2.9854
2023-06-07,USD,PLN,3.9582
2023-06-07,EUR,PLN,4.3599
2023-06-07,GBP,PLN,5.0777
2023-06-07,JPY,PLN,0.0269
2023-06-07,CHF,PLN,4.5692
2023-06-07,CAD,PLN,0.3056
2023-06-08,USD,PLN,4.0553
2023-06-08,EUR,PLN,4.255
2023-06-08,GBP,PLN,5.0716
2023-06-08,JPY,PLN,0.0266
2023-06-08,CHF,PLN,4.5592
2023-06-08,CAD,PLN,2.9744
2023-06-09,USD,PLN,3.954
2023-06-09,EUR,PLN,4.2996
2023-06-09,GBP,PLN,4.9008
2023-06-09,JPY,PLN,0.027
2023-06-09,CHF,PLN,4.4402
2023-06-09,CAD,PLN,3.0
2023-06-10,USD,PLN,4.0451
2023-06-10,EUR,PLN,4.2226
2023-06-10,GBP,PLN,5.0514
2023-06-10,JPY,PLN,0.0271
2023-06-10,CHF,PLN,4.4183
2023-06-10,CAD,PLN,2.9527
2023-06-11,USD,PLN,4.0173
2023-06-11,EUR,PLN,4.2908
2023-06-11,GBP,PLN,5.0183
2023-06-11,JPY,PLN,0.0274
2023-06-11,CHF,PLN,4.4346
2023-06-11,CAD,PLN,3.0494
2023-06-12,USD,PLN,3.9423
2023-06-12,EUR,PLN,4.3042
2023-06-12,GBP,PLN,5.0864
2023-06-12,JPY,PLN,0.0272
2023-06-12,CHF,PLN,4.4157
2023-06-12,CAD,PLN,2.9948
2023-06-13,USD,PLN,3.9356
2023-06-13,EUR,PLN,4.2814
2023-06-13,GBP,PLN,5.0281
2023-06-13,JPY,PLN,0.0275
2023-06-13,CHF,PLN,4.4191
2023-06-13,CAD,PLN,3.0128
2023-06-14,USD,PLN,3.9238
2023-06-14,EUR,PLN,4.3533
2023-06-14,GBP,PLN,5.0198
2023-06-14,JPY,PLN,0.0275
2023-06-14,CHF,PLN,4.4213
2023-06-14,CAD,PLN,3.0206
2023-06-15,USD,PLN,3.9453
2023-06-15,EUR,PLN,43.1413
2023-06-15,GBP,PLN,4.9383
2023-06-15,JPY,PLN,0.027
2023-06-15,CHF,PLN,4.5711
2023-06-15,CAD,PLN,3.0144
2023-06-16,USD,PLN,3.9642
2023-06-16,EUR,PLN,4.2898
2023-06-16,GBP,PLN,5.0726
2023-06-16,JPY,PLN,0.027
2023-06-16,CHF,PLN,4.5299
2023-06-16,CAD,PLN,2.945
2023-06-17,USD,PLN,3.9602
2023-06-17,EUR,PLN,4.2421
2023-06-17,GBP,PLN,5.0766
2023-06-17,JPY,PLN,0.0273
2023-06-17,CHF,PLN,4.5674
2023-06-17,CAD,PLN,3.0426
2023-06-18,USD,PLN,0.3939
2023-06-18,EUR,PLN,4.2498
2023-06-18,GBP,PLN,4.9395
2023-06-18,JPY,PLN,0.0268
2023-06-18,CHF,PLN,4.5402
2023-06-18,CAD,PLN,3.0548
2023-06-19,USD,PLN,3.9553
2023-06-19,EUR,PLN,4.3156
2023-06-19,GBP,PLN,4.9939
2023-06-19,JPY,PLN,0.0273
2023-06-19,CHF,PLN,4.4241
2023-06-19,CAD,PLN,2.9604
2023-06-20,USD,PLN,4.0486
2023-06-20,EUR,PLN,4.2623
2023-06-20,GBP,PLN,5.0307
2023-06-20,JPY,PLN,0.027
2023-06-20,CHF,PLN,4.561
2023-06-20,CAD,PLN,2.9615
2023-06-21,USD,PLN,4.0407
2023-06-21,EUR,PLN,4.3272
2023-06-21,GBP,PLN,5.0577
2023-06-21,JPY,PLN,0.0275
2023-06-21,CHF,PLN,4.5859
2023-06-21,CAD,PLN,2.9813
2023-06-22,USD,PLN,4.0525
2023-06-22,EUR,PLN,4.3727
2023-06-22,GBP,PLN,5.0453
2023-06-22,JPY,PLN,0.0275
2023-06-22,CHF,PLN,4.549
2023-06-22,CAD,PLN,3.0422
2023-06-23,USD,PLN,4.0156
2023-06-23,EUR,PLN,4.3022
2023-06-23,GBP,PLN,4.993
2023-06-23,JPY,PLN,0.027
2023-06-23,CHF,PLN,4.499
2023-06-23,CAD,PLN,3.0143
2023-06-24,USD,PLN,4.0354
2023-06-24,EUR,PLN,4.3632
2023-06-24,GBP,PLN,4.9581
2023-06-24,JPY,PLN,0.0271
2023-06-24,CHF,PLN,4.5198
2023-06-24,CAD,PLN,2.9731
2023-06-25,USD,PLN,4.0515
2023-06-25,EUR,PLN,0.4265
2023-06-25,GBP,PLN,5.0928
2023-06-25,JPY,PLN,0.2708
2023-06-25,CHF,PLN,4.5576
2023-06-25,CAD,PLN,3.0511
2023-06-26,USD,PLN,3.9809
2023-06-26,EUR,PLN,4.2922
2023-06-26,GBP,PLN,4.9861
2023-06-26,JPY,PLN,0.0275
2023-06-26,CHF,PLN,4.5861
